KO id,Tau,lambda,num_ORFs,Trusted Cutoff,E_value_trusted,E_values_MAG,Rk
K23511,-5.7782,0.70021,4825,319.9,4.4220461516209905e-96,,
K10226,-6.1342,0.69795,4825,,,6.1e-13,
K26009,-4.4816,0.70617,4825,,,,
K20000,-5.86,0.698,4825,,,,
K23018,-6.0027,0.69969,4825,,,,
K02103,-5.9503,0.69896,4825,,,4.4e-65,
K06905,-5.7401,0.69859,4825,80.47,3.372011308009247e-23,,
K20983,-5.9802,0.69906,4825,,,8.7e-20,
K24187,-6.2762,0.69799,4825,,,0.0071,
K20539,-5.4912,0.70246,4825,,,,
K21521,-5.7446,0.69926,4825,,,,
K21599,-5.1158,0.69842,4825,,,,
K02371,-5.6692,0.70045,4825,364.57,1.1380240967449993e-109,6e-130,5.272296093871235e-21
K05389,-6.0831,0.6969,4825,,,2.6e-09,
K16727,-7.0184,0.69499,4825,,,,
K19806,-6.2701,0.69622,4825,,,,
K04842,-7.7525,0.69437,4825,,,0.085,
K12880,-5.9606,0.69896,4825,,,1.9e-13,
K15898,-5.6938,0.69951,4825,433.0,2.5777787152203096e-130,0.0057,2.21120609241777e+127
K18963,-6.9611,0.6956,4825,,,,
K10145,-5.4182,0.70102,4825,,,,
K00653,-6.0674,0.69723,4825,,,5.599999999999997e-29,
K11766,-6.0405,0.69799,4825,,,,
K00021,-6.5905,0.69589,4825,219.6,2.1083170305835813e-65,,
K03039,-6.0657,0.69723,4825,,,,
K17547,-5.654,0.6987,4825,,,,
K04943,-6.307,0.69628,4825,,,1.1e-06,
K03983,-6.2727,0.69714,4825,,,4.3e-56,
K18065,-4.9502,0.70477,4825,,,,
K18195,-6.979,0.69567,4825,,,0.02,
K18311,-6.2941,0.69877,4825,,,2e-20,
K00800,-6.3239,0.69665,4825,,,6.3e-132,
K03818,-5.0563,0.70367,4825,,,5.2e-17,
K10478,-6.0653,0.69677,4825,,,,
K11460,-5.4478,0.69868,4825,,,,
K24970,-6.1945,0.69645,4825,,,,
K00281,-7.1449,0.69501,4825,615.2,6.847470189585964e-185,0.0,0.0
K03299,-6.2176,0.69753,4825,,,2.9e-134,
K25508,-3.8847,0.7166,4825,,,,
K20228,-7.8781,0.69437,4825,,,,
K21210,-5.1588,0.70344,4825,251.47,1.9203067066451975e-75,3.4e-21,1.770550500206213e+54
K22135,-5.2348,0.70105,4825,186.97,1.460196606215512e-55,6.2e-26,4.246003568018795e+29
K12521,-4.9341,0.70719,4825,162.5,1.8183496399840603e-48,,
K15539,-5.1209,0.69969,4825,60.8,4.4876001614781375e-17,0.014,311970752656997.94
K21152,-5.8298,0.69855,4825,,,,
K08999,-4.9453,0.70145,4825,33.13,1.2144940529303449e-08,6e-48,4.940328843540347e-40
K09981,-4.2905,0.71222,4825,,,,
K05437,-5.4156,0.70328,4825,,,,
K18388,-6.4168,0.69772,4825,,,,
K19370,-5.748,0.69847,4825,,,2.7e-09,
K04634,-5.8112,0.69685,4825,,,,
K00621,-5.4276,0.70128,4825,79.0,9.333740304743587e-23,0.019,2.035625524136753e+20
K03639,-6.1239,0.69846,4825,,,2.2e-104,
K11953,-5.511,0.70208,4825,,,1.3e-42,
K02130,-4.7687,0.70671,4825,,,,
K05148,-5.7592,0.69843,4825,,,,
K16498,-7.0465,0.69505,4825,,,,
K17480,-6.6854,0.69481,4825,,,,
K09965,-5.0381,0.70202,4825,95.8,8.702285180594086e-28,,
K24488,-5.4217,0.70074,4825,,,,
K25470,-5.4589,0.69995,4825,,,,
K09604,-7.2268,0.69504,4825,,,1.7999999999999997e-24,
K21195,-5.4251,0.7018,4825,152.2,4.378035109093656e-45,5.5e-29,1.2562713324468094e+16
K01173,-5.5353,0.69844,4825,,,,
K10400,-7.0018,0.69467,4825,,,0.045,
K13418,-6.4146,0.69707,4825,,,2.4e-20,
K02604,-5.9824,0.69706,4825,,,,
K23117,-6.1289,0.69919,4825,501.43,3.639359719259928e-151,,
K16413,-7.3428,0.69508,4825,,,1.8e-25,
K16477,-7.0941,0.69491,4825,,,0.13,
K22470,-6.4078,0.69787,4825,,,8e-09,
K25488,-6.1496,0.69799,4825,,,2.8e-10,
K10473,-6.5379,0.69641,4825,,,0.0028,
K07264,-6.2319,0.69756,4825,406.17,5.595026035177866e-122,,
K22694,-5.7764,0.69801,4825,726.17,6.307848902300998e-219,,
K08360,-5.5939,0.7007,4825,,,,
K25898,-6.8616,0.69637,4825,,,0.009,
K22880,-6.0646,0.69806,4825,,,3.3e-07,
K10525,-5.1402,0.7003,4825,,,,
K10905,-6.3268,0.6959,4825,,,,
K08810,-8.1416,0.69399,4825,,,,
K20046,-6.4918,0.69545,4825,,,,
K26627,-6.3344,0.69776,4825,,,,
K14385,-6.4514,0.69616,4825,,,1.8e-36,
K14444,-6.5269,0.69681,4825,,,0.021,
K00664,-6.2469,0.69776,4825,,,,
K14296,-6.5681,0.69492,4825,,,,
K03583,-6.5827,0.69531,4825,,,0.26,
K04709,-5.7071,0.69859,4825,,,,
K14603,-4.9741,0.70608,4825,,,,
K10550,-5.5188,0.70064,4825,432.77,2.0854053962415997e-130,,
K13568,-6.3298,0.6976,4825,,,,
K22001,-4.5178,0.70466,4825,,,,
K25019,-4.2106,0.71476,4825,,,,
K03709,-5.4222,0.69983,4825,192.9,2.5525454792600044e-57,5.899999999999997e-69,2.3114181697990494e-12
K03356,-5.0393,0.70282,4825,,,,
K24367,-5.8648,0.69895,4825,,,,
K15702,-5.8752,0.69966,4825,,,,
K20018,-4.208,0.70819,4825,,,,
K21000,-6.4517,0.69664,4825,,,0.17,
K00705,-6.4221,0.69628,4825,100.3,2.580723852584714e-29,1.4e-144,5.424834581188667e-116
K02435,-5.4602,0.70104,4825,,,1.0999999999999998e-24,
K26544,-6.0838,0.698,4825,,,,
K00289,-7.2031,0.69533,4825,,,3.3e-121,
K01271,-6.2544,0.69747,4825,469.83,2.978672280966458e-141,5.4e-22,1.8128882571290856e+119
K00084,-5.9592,0.69927,4825,,,2.2e-22,
K07125,-4.6555,0.71111,4825,206.17,3.7498673814261494e-62,9.799999999999999e-24,2.613425757012469e+38
K09284,-5.2161,0.69834,4825,,,,
K03892,-4.4725,0.70523,4825,,,2.9e-17,
K00300,-5.1919,0.70166,4825,344.83,1.052811535141074e-103,0.0028,2.6595453284284233e+100
K03318,-5.727,0.69898,4825,797.2,8.799183783769473e-241,,
K14367,-5.8618,0.69904,4825,616.8,4.467766586422432e-186,,
K09964,-4.5913,0.70566,4825,93.5,4.188140189800011e-27,,
K25072,-6.0185,0.69848,4825,,,4.4999999999999997e-129,
K00261,-5.8882,0.6979,4825,524.27,9.900674902952658e-158,8.9e-165,8.989286172143449e-08
K03279,-5.2667,0.70056,4825,333.67,3.6494656556955007e-100,,
K18401,-5.966,0.69746,4825,,,,
K04581,-6.5337,0.69791,4825,,,,
K07599,-7.2453,0.69541,4825,,,,
K11065,-5.5195,0.70279,4825,,,1.2000000000000001e-74,
K16288,-6.9155,0.69533,4825,,,,
K17270,-5.4576,0.70115,4825,,,,
K21056,-5.3504,0.70151,4825,309.67,5.1141891261227285e-93,1.3999999999999999e-24,2.737481867553451e+68
K07409,-6.1039,0.69787,4825,,,1.4e-13,
K14714,-5.8004,0.69816,4825,,,,
K20956,-5.5277,0.69984,4825,271.0,4.331062869504796e-81,,
K11834,-6.673,0.69625,4825,,,,
K04100,-4.7004,0.71207,4825,,,,
K07118,-5.2714,0.70092,4825,127.67,1.6420219299144646e-37,8.8e-11,5.359246328980762e+26
K25364,-5.9843,0.69971,4825,,,,
K06879,-5.7946,0.70006,4825,200.23,1.1101609717691796e-59,,
K07861,-5.0762,0.69971,4825,,,,
K12043,-5.3609,0.70121,4825,,,,
K01345,-5.6574,0.69823,4825,,,,
K22760,-5.1151,0.69972,4825,,,,
K25778,-5.6476,0.69931,4825,,,,
K00143,-7.3333,0.69472,4825,,,0.00014,
K18382,-5.7353,0.70032,4825,,,9.8e-41,
K05662,-6.7952,0.69557,4825,,,1.1e-106,
K23914,-6.5345,0.69592,4825,,,,
K11986,-6.4775,0.69718,4825,,,,
K06878,-4.6177,0.7089,4825,,,2.8e-40,
K07860,-5.2658,0.7028,4825,,,,
K08992,-4.4962,0.70529,4825,,,,
K08312,-5.1734,0.70585,4825,189.5,1.0162423268940951e-56,0.051,5.0184880761530043e+54
K19003,-6.0217,0.69807,4825,259.67,1.3623527322814923e-77,3.8000000000000005e-38,2.7892923102493814e+39
K25316,-5.5537,0.69985,4825,353.43,3.7465800085595783e-106,,
K21849,-4.9676,0.70472,4825,,,,
K04228,-5.8711,0.69779,4825,,,,
K05210,-7.0101,0.69531,4825,,,,
K00760,-5.6205,0.7005,4825,83.1,4.927826386656396e-24,2.9e-09,588494758632861.1
K03778,-5.8724,0.69952,4825,,,9.1e-54,
K01996,-5.9306,0.69803,4825,,,1.6e-63,
K11874,-6.264,0.69779,4825,,,,
K09632,-5.3623,0.69917,4825,,,,
K10193,-5.2909,0.70141,4825,426.63,1.295399896684414e-128,8.4,6.4844840743772375e+128
K02600,-5.9668,0.69792,4825,,,7.6e-129,
K05618,-6.4658,0.69685,4825,,,2.1e-24,
K18271,-5.5166,0.70147,4825,,,,
K02990,-4.889,0.70547,4825,,,3.9000000000000004e-27,
K03096,-4.692,0.70399,4825,,,,
K10906,-6.7115,0.69584,4825,140.1,2.0755800702208336e-41,,
K00596,-6.2142,0.69874,4825,,,1.3000000000000002e-60,
K22026,-5.7636,0.70113,4825,241.8,2.0005573992278594e-72,4.4e-29,2.1993870316833879e+43
K19428,-5.4418,0.70523,4825,374.43,2.17426789548281e-113,2.5e-40,1.1498123139259521e+73
K24574,-7.0715,0.69556,4825,,,,
K26587,-5.2466,0.70388,4825,,,,
K06722,-5.2561,0.70064,4825,,,,
K08767,-5.8078,0.69816,4825,,,,
K23022,-5.2837,0.70014,4825,,,,
K19046,-4.5668,0.70471,4825,32.67,1.9369245462169014e-08,,
K21365,-5.8969,0.70032,4825,50.0,4.816465246545267e-14,0.18,3737180500349.496
K22419,-6.2102,0.69657,4825,,,,
K23401,-6.0849,0.69829,4825,,,,
K02928,-4.3144,0.71933,4825,26.1,1.5205714524097764e-06,,
K03910,-7.91,0.69479,4825,,,0.35,
K25983,-4.2041,0.70919,4825,,,,
K18275,-6.132,0.69815,4825,,,4.4e-131,
K21179,-5.8933,0.6987,4825,50.0,5.286247335123625e-14,1.3e-12,24.59211454905558
K11226,-5.6309,0.69784,4825,,,,
K16753,-5.5176,0.69852,4825,,,,
K04987,-8.5005,0.694,4825,,,0.0001,
K09146,-5.2193,0.70148,4825,92.77,6.778998387706526e-27,,
K16266,-6.011,0.69818,4825,,,,
K19643,-4.6759,0.70617,4825,50.0,8.225811979492013e-14,0.012,145882254905.86844
K26145,-6.004,0.69791,4825,,,,
K05627,-6.161,0.69701,4825,,,,
K02939,-4.8708,0.7008,4825,58.2,3.0737885669814087e-16,,
K03921,-5.9544,0.69816,4825,161.83,6.457832747400267e-48,,
K08388,-5.9171,0.6974,4825,,,,
K09370,-5.2188,0.69867,4825,,,,
K11692,-5.0845,0.70386,4825,271.87,1.0552357232080986e-81,5.4e-23,5.117340022931623e+58
K20363,-5.5492,0.69973,4825,,,,
K02361,-5.9812,0.6971,4825,,,7.4e-86,
K05379,-5.4834,0.70088,4825,,,,
K02272,-4.248,0.70964,4825,,,,
K04741,-6.0593,0.69928,4825,,,0.18,
K07759,-6.2149,0.69698,4825,,,,
K17573,-6.9532,0.69505,4825,,,,
K21435,-6.1217,0.69613,4825,,,4.2e-16,
K21716,-6.2222,0.69807,4825,,,1e-11,
K24332,-7.3754,0.69508,4825,,,0.036,
K04338,-4.4704,0.70879,4825,,,,
K21634,-6.0469,0.69686,4825,,,,
K19222,-4.9177,0.70419,4825,81.47,1.836145779483068e-23,5.7e-44,3.1043286778704068e-21
K24519,-6.5296,0.69535,4825,,,,
K25501,-4.5691,0.70745,4825,,,,
K26508,-5.7734,0.69832,4825,,,,
K23877,-6.0766,0.69763,4825,,,,
K17077,-5.8789,0.69896,4825,,,0.00081,
K10630,-6.5198,0.69657,4825,,,,
K13648,-6.2877,0.6963,4825,,,,
K04800,-6.0099,0.6982,4825,284.6,3.6600131425479293e-85,5.1e-07,1.3934376193112845e+78
K07818,-6.5751,0.69661,4825,,,,
K16355,-6.7825,0.69642,4825,,,9.7e-10,
K22077,-5.7963,0.69909,4825,173.27,2.074968741992938e-51,,
K26804,-4.3938,0.71574,4825,,,,
K26122,-7.1212,0.69473,4825,,,,
K06922,-6.6284,0.69557,4825,369.0,1.63244690045391e-110,,
K01579,-4.9332,0.70376,4825,44.4,4.030354340201336e-12,,
K01407,-6.8679,0.69569,4825,,,6.6e-20,
K10089,-5.3002,0.69993,4825,,,,
K11071,-5.9497,0.70014,4825,,,1.4e-06,
K06957,-6.7544,0.69591,4825,,,1.7e-11,
K05143,-5.9008,0.69779,4825,,,,
K19966,-6.2037,0.69928,4825,471.67,3.600700042930854e-142,2.8e-86,7.776265633393029e+55
K22251,-5.0092,0.70274,4825,370.7,1.0435497558682843e-111,1.4e-52,1.3415747472770301e+59
K25269,-5.6194,0.70183,4825,,,,
K03052,-4.4345,0.71253,4825,74.07,2.4572469116894795e-21,,
K19514,-5.56,0.69842,4825,,,,
K11012,-4.1776,0.71881,4825,50.0,5.896486468384408e-14,,
K06009,-6.4017,0.69761,4825,,,,
K10410,-4.7107,0.70022,4825,47.03,8.89330964433843e-13,,
K13428,-7.1307,0.69552,4825,,,3.1e-33,
K24033,-6.1102,0.6968,4825,400.6,4.039455125932279e-120,1.3e-27,3.218255827758376e+92
K01438,-5.6322,0.69802,4825,,,4.4e-77,
K03790,-5.0872,0.70063,4825,145.4,7.82151348816783e-43,2.6e-05,3.3241648230015942e+37
K21967,-6.4457,0.69765,4825,230.1,1.031737972669034e-68,,
K24062,-5.9596,0.6972,4825,,,,
K04973,-6.7636,0.69569,4825,,,,
K16358,-6.5561,0.69649,4825,,,4.7e-11,
K17340,-5.6179,0.69812,4825,,,,
K03807,-5.3985,0.7009,4825,173.07,2.281502247470491e-51,,
K06518,-5.026,0.70344,4825,37.67,4.3637976710716965e-10,,
K07500,-5.7432,0.70183,4825,352.87,2.3871106824694265e-106,,
K12672,-5.0207,0.70987,4825,,,,
K24623,-5.4966,0.70095,4825,350.4,2.1974091518896307e-105,,
K00004,-5.7642,0.69962,4825,,,6.900000000000001e-74,
K11067,-6.2037,0.69765,4825,,,,
K24530,-4.1303,0.71875,4825,67.2,2.617002701038336e-19,,
K22472,-6.1695,0.69728,4825,,,,
K20103,-7.0778,0.6945,4825,,,1.7,
K04830,-6.017,0.69707,4825,,,,
K07848,-5.6237,0.70045,4825,,,,
K24147,-4.4386,0.711,4825,249.6,1.7402058108450576e-75,3.6e-40,2.068720824608563e+35
K16209,-6.4685,0.69716,4825,368.43,1.4943449990607195e-110,,
K23127,-6.1337,0.69684,4825,141.47,1.0318904605304357e-41,,
K08526,-5.7099,0.6978,4825,,,,
K03962,-4.7016,0.70404,4825,,,,
K07195,-6.2091,0.69679,4825,,,,
K21837,-5.3164,0.70234,4825,,,8.000000000000001e-29,
K18762,-5.5037,0.69926,4825,,,,
K07975,-5.4988,0.70243,4825,,,,
K11415,-5.7784,0.69973,4825,,,,
K23037,-6.3228,0.69757,4825,,,2.6e-06,
K19707,-5.4258,0.70212,4825,148.5,5.589710011425481e-44,2.0999999999999997e-127,3.7569033021526287e-84
K18403,-5.9822,0.69709,4825,,,,
K20782,-5.7152,0.69792,4825,,,,
K03716,-5.9052,0.70031,4825,306.97,3.352690833256612e-92,0.47,1.401859054040688e+91
K11958,-5.5778,0.70314,4825,,,3.5e-41,
K01079,-5.6092,0.69877,4825,131.17,1.495705442658337e-38,7.6e-32,5081214.377673468
K02835,-5.8966,0.69805,4825,363.47,5.088514901563082e-109,4.2000000000000005e-145,8.253881694853347e-37
K22893,-5.585,0.69781,4825,,,,
K13634,-5.3286,0.70092,4825,,,1.4e-34,
K18830,-4.0125,0.70889,4825,,,5e-07,
K10639,-5.2904,0.69949,4825,,,,
K11621,-5.6741,0.70014,4825,,,1.9e-29,
K14731,-5.81,0.69794,4825,,,8.6e-19,
K17749,-6.7809,0.69695,4825,722.93,6.508470819536137e-218,9.500000000000001e-58,1.4596362591784767e+160
K07897,-5.2871,0.70037,4825,,,0.098,
K17484,-4.8352,0.7032,4825,210.53,8.163052928481784e-63,,
K10303,-5.6986,0.69974,4825,,,,
K20966,-6.6689,0.69627,4825,579.03,3.768959963829601e-174,0.25,6.633129627250739e+172
K03416,-5.9934,0.69805,4825,898.57,2.862355379502538e-271,,
K12329,-6.6314,0.69563,4825,,,1.8e-08,
K13311,-5.1613,0.70344,4825,342.9,2.24249642368409e-103,6.4e-05,2.853962188035844e+98
K26710,-5.4498,0.70205,4825,,,,
K26092,-6.2184,0.69612,4825,,,,
K12596,-6.2419,0.69699,4825,,,,
K17247,-5.1487,0.70239,4825,78.53,1.4381477007444171e-22,,
K08667,-5.508,0.70026,4825,,,,
K12563,-5.7763,0.6993,4825,,,,
K07463,-6.6176,0.69662,4825,200.53,1.031408545996181e-59,0.28,2.714734147655945e+58
K01965,-6.5486,0.69607,4825,860.13,4.865317605316945e-259,4.3e-237,8.838066389131203e+21
K00968,-5.6304,0.69821,4825,,,,
K01950,-6.425,0.69618,4825,508.5,9.940315313665517e-153,3.8e-132,3.822816359533307e+20
K00411,-6.0374,0.69778,4825,,,3.1e-05,
K03429,-6.1163,0.6972,4825,291.77,3.0652855942718897e-87,0.033,1.076571790298014e+85
K18533,-7.6623,0.6945,4825,,,0.023,
K14426,-7.0361,0.69542,4825,,,,
K18202,-6.1102,0.69705,4825,,,9e-28,
K00433,-5.4911,0.69949,4825,,,8.6e-40,
K26824,-4.952,0.70719,4825,,,,
K09109,-5.2569,0.6983,4825,,,,
K10164,-5.3973,0.69955,4825,,,,
K04920,-5.9027,0.69732,4825,,,0.047,
K07938,-5.3735,0.7024,4825,,,,
K24857,-5.2331,0.70235,4825,,,,
K26904,-6.479,0.69675,4825,,,,
K02119,-5.5826,0.69926,4825,115.43,8.586476791828326e-34,,
K03101,-5.1897,0.70145,4825,32.87,1.2278567781172631e-08,7.7e-29,6.271089704620772e-21
K01343,-6.3279,0.69725,4825,,,,
K06160,-6.2935,0.69737,4825,581.87,3.5479759740319456e-175,9.599999999999999e-46,2.7057680407825563e+129
K20975,-6.2037,0.69678,4825,,,1.3999999999999999e-83,
K26524,-4.8711,0.70465,4825,,,,
K25513,-5.2359,0.70009,4825,,,,
K00628,-5.4188,0.69959,4825,,,,
K01610,-6.1693,0.69683,4825,93.0,4.6983914507341085e-27,3.4e-231,7.236519212269469e-205
K14310,-8.3576,0.69404,4825,,,7.8e-20,
K17328,-5.5411,0.70186,4825,401.6,3.812594086489678e-121,0.27,7.081792445641486e+119
K00891,-4.8499,0.70123,4825,,,6.2e-48,
K11654,-6.7128,0.69535,4825,,,1.4e-115,
K19577,-5.9111,0.6981,4825,422.6,5.849018761024913e-127,2.6e-36,4.445190050210074e+90
K05127,-7.0781,0.69526,4825,,,5.0,
K04921,-5.7194,0.69884,4825,,,,
K07939,-5.3835,0.70201,4825,,,,
K05557,-6.1008,0.69776,4825,639.0,1.5720329598764947e-192,8.3e-57,5.279787518355901e+135
K15087,-6.3725,0.69735,4825,,,,
K18121,-5.8549,0.69943,4825,426.1,2.9749945587696367e-128,4.9e-51,1.6470618359807972e+77
K12538,-5.9798,0.69851,4825,440.73,1.479251018334432e-132,4.5e-33,3.0420800420112543e+99
K13520,-5.4778,0.7006,4825,768.5,1.5410452321785215e-232,,
K13408,-6.164,0.69763,4825,230.87,7.373614427678584e-69,5.9e-12,8.001503276131408e+56
K08119,-6.5536,0.69586,4825,,,2.9e-06,
K09101,-6.9329,0.69472,4825,,,,
K11908,-5.8836,0.6979,4825,496.43,2.7239510817538847e-149,6.4e-98,2.3495282433189653e+51
K13943,-4.8937,0.70015,4825,,,,
K07315,-6.2285,0.69812,4825,,,1.6e-66,
K05207,-6.5903,0.69601,4825,,,,
K01853,-6.9387,0.69596,4825,1349.1,0.0,,
K06553,-5.1662,0.70045,4825,,,,
K10937,-6.3744,0.69705,4825,1454.57,0.0,2.4e-11,inf
K00305,-4.9543,0.70291,4825,,,3.8,
K21979,-6.273,0.69895,4825,,,,
K01649,-6.3326,0.69613,4825,475.27,1.2100132148680314e-142,1.3e-140,107.43684317049238
K03133,-4.9868,0.70139,4825,,,,
K12946,-4.6968,0.70082,4825,,,,
K12564,-5.8365,0.6988,4825,,,,
K24707,-6.1953,0.69791,4825,613.97,5.156425952663404e-185,9.8e-101,1.9005412062473411e+84
K05003,-6.013,0.69864,4825,,,,
K01156,-6.3018,0.69618,4825,156.37,3.163334103748857e-46,0.0038,1.2012641963732607e+43
K09765,-5.6671,0.69985,4825,103.37,3.488613462507418e-30,,
K12869,-6.5079,0.69587,4825,,,,
K13851,-5.0593,0.69974,4825,,,,
K21549,-5.8308,0.69968,4825,,,,
K18598,-7.8525,0.69438,4825,,,2.4e-17,
K19580,-5.8389,0.69999,4825,518.23,2.320659029650858e-156,4.2e-06,1.809830718919482e+150
K06639,-6.2423,0.69676,4825,,,,
K07621,-5.023,0.70265,4825,,,7.2,
K05913,-4.9313,0.70693,4825,65.7,9.967181756626292e-19,,
K18106,-6.1102,0.6978,4825,236.37,1.5838189115751804e-70,4.2e-10,2.651818316667849e+60
K18740,-5.8545,0.69764,4825,,,0.0017,
K02267,-4.4075,0.70726,4825,,,,
K20559,-6.301,0.69816,4825,,,0.22,
K21541,-5.3822,0.69956,4825,,,5.3e-06,
K19787,-5.7149,0.69774,4825,,,,
K11684,-5.9795,0.69625,4825,,,,
K22223,-5.0441,0.7039,4825,157.03,1.372345474940906e-46,1.0999999999999999e-25,8.015474383717893e+20
K04381,-5.4045,0.70287,4825,,,,
K07399,-6.2994,0.69719,4825,101.83,8.779174806119103e-30,,
K20746,-5.9603,0.69903,4825,,,,
K18720,-6.8707,0.695,4825,,,,
K19743,-5.7272,0.69994,4825,297.23,3.8953234656057334e-89,,
K20506,-5.84,0.69943,4825,,,0.15,
K12737,-5.8434,0.69794,4825,,,1.7e-21,
K26785,-5.6506,0.70045,4825,,,,
K19268,-6.3358,0.69829,4825,254.4,4.0911712543715453e-76,,
K19847,-6.1206,0.69795,4825,,,,
K02951,-5.0523,0.70272,4825,,,,
K05969,-4.8623,0.70268,4825,,,,
K19905,-5.8453,0.69807,4825,,,,
K12805,-6.5771,0.69539,4825,,,9e-18,
K05745,-7.317,0.69525,4825,,,,
K11167,-5.6272,0.69963,4825,,,5.9e-46,
K10732,-5.076,0.70165,4825,,,,
K15982,-5.5307,0.69907,4825,,,1.3999999999999999e-24,
K04202,-5.7031,0.69978,4825,,,,
K21858,-7.155,0.69582,4825,,,,
K26511,-6.5336,0.6968,4825,,,,
K06047,-6.0418,0.69707,4825,,,,
K06346,-5.0798,0.70089,4825,75.97,1.0292790900834215e-21,,
K10598,-6.1,0.69668,4825,,,6.0000000000000005e-31,
K11580,-6.2484,0.69645,4825,,,,
K21033,-5.9476,0.69916,4825,426.73,2.016951273980898e-128,7.7e-16,3.8176430434049867e+112
K12794,-6.0456,0.69706,4825,,,,
K04124,-5.8876,0.69815,4825,,,3.6e-27,
K14644,-5.9917,0.69866,4825,,,3.6e-38,
K18277,-5.8531,0.69854,4825,442.97,3.3350748002650536e-133,4.9,1.4692324141007496e+133
K01918,-5.6426,0.69869,4825,,,,
K05852,-4.509,0.71908,4825,,,,
K10460,-6.503,0.69599,4825,,,0.14,
K13478,-6.0231,0.69817,4825,50.0,4.973429232966838e-14,,
K06066,-5.8712,0.6981,4825,,,,
K26595,-4.986,0.70168,4825,551.8,1.0254083984882503e-166,,
K00654,-6.3785,0.69719,4825,,,2.5e-98,
K09069,-4.8465,0.70142,4825,,,,
K09275,-6.0839,0.69746,4825,,,,
K04236,-5.7784,0.69762,4825,,,,
K25864,-4.7181,0.71193,4825,,,,
K22519,-5.5075,0.69846,4825,,,0.01,
K23501,-5.8368,0.69927,4825,,,,
K05722,-6.5834,0.69573,4825,,,,
K21068,-6.2921,0.69579,4825,,,,
K21932,-5.5464,0.69755,4825,,,,
K13236,-5.9075,0.69925,4825,,,7.3e-97,
K06491,-6.9302,0.69553,4825,,,6.5e-09,
K16370,-5.8202,0.70059,4825,326.2,4.594560984263439e-98,1.8e-09,3.9176757173646715e+88
K13644,-6.1629,0.69724,4825,,,,
K00992,-5.0544,0.70208,4825,,,5.3e-15,
K19088,-5.3529,0.69801,4825,65.2,1.9767774309511266e-18,,
K08519,-5.3339,0.7,4825,,,,
K09501,-5.9058,0.6982,4825,,,3.6e-45,
K07863,-5.5755,0.70268,4825,,,,
K26125,-6.9298,0.69497,4825,,,,
K24327,-6.2367,0.69707,4825,958.8,3.4230275912175045e-289,1.7e-147,4.96636370785239e+141
K17353,-5.4677,0.7002,4825,,,,
K12410,-5.4478,0.70052,4825,,,,
K15428,-6.0881,0.6982,4825,,,8.6e-102,
K10234,-5.7782,0.70057,4825,286.9,4.315949890948771e-86,0.49,1.1353236538440992e+85
K26403,-5.0095,0.70232,4825,,,8.8,
K23312,-5.5375,0.69969,4825,,,,
K06515,-6.6788,0.69608,4825,,,,
K20657,-6.8226,0.69569,4825,,,,
K04845,-5.3466,0.70085,4825,,,,
K13816,-5.5031,0.70148,4825,205.77,2.0863215646427032e-61,3.2e-19,1.5337999924033867e+42
K10638,-5.9288,0.69701,4825,,,,
K11620,-4.7384,0.70471,4825,193.03,1.4326804789027753e-57,,
K26922,-5.8481,0.69888,4825,,,,
K04103,-6.1836,0.69759,4825,674.8,2.3607759740665954e-203,3.5e-12,1.4825633768082682e+191
K21219,-6.1329,0.69855,4825,375.17,1.0120273883703969e-112,,
K02397,-5.4801,0.70012,4825,144.37,1.3192823407803076e-42,,
K14201,-6.1049,0.69612,4825,,,,
K17219,-7.2272,0.69548,4825,1759.9,0.0,,
K03146,-5.8019,0.69895,4825,,,,
K19836,-4.8917,0.70457,4825,,,,
K14635,-6.6324,0.69538,4825,,,0.026,
K22307,-6.4308,0.69643,4825,1047.1,1.089164875e-315,6.299999999999999e-43,5.784248227619812e+272
K16382,-7.0456,0.69495,4825,,,1.9e-29,
K10526,-6.5303,0.69663,4825,,,3.1e-67,
K16038,-5.3264,0.70089,4825,50.0,6.959007194405898e-14,,
K15047,-6.366,0.6962,4825,,,,
K21833,-6.5386,0.69671,4825,1045.9,1.735645697e-315,0.0022,inf
K02091,-6.0318,0.69877,4825,,,,
K24471,-4.5372,0.70559,4825,,,,
K19732,-5.4763,0.70323,4825,193.5,8.210369745375098e-58,3.4e-07,4.141104609710446e+50
K08720,-5.4611,0.69996,4825,162.2,5.2048293798795334e-48,,
K23634,-5.4641,0.70179,4825,,,0.00031,
K07163,-5.011,0.70445,4825,,,,
K09114,-5.0228,0.70192,4825,,,,
K04582,-6.3642,0.69688,4825,,,,
K19159,-5.0741,0.70424,4825,46.33,9.155445498350134e-13,1.3e-22,1.4199199812114745e-10
K23097,-5.2766,0.70107,4825,,,,
K04367,-5.5739,0.69916,4825,,,,
K00176,-4.8183,0.71034,4825,,,4.7e-08,
K11536,-6.6331,0.69615,4825,,,,
K06887,-5.1237,0.70189,4825,137.13,2.092836327669603e-40,,
K21684,-5.8833,0.69794,4825,689.47,8.202042056393843e-208,0.35,4.267230009228738e+206
K15296,-5.4405,0.69937,4825,,,0.019,
K18843,-4.9541,0.70523,4825,,,5.9e-16,
K15935,-5.6351,0.69899,4825,824.83,3.8131435217905566e-249,,
K02868,-5.5132,0.70196,4825,,,,
K03850,-5.9769,0.69745,4825,159.93,2.6947299075166847e-47,,
K11919,-4.825,0.70955,4825,138.07,4.4656178299664396e-41,,
